,0
534,0.0075
535,0.0
536,0.6275
537,0.21
538,0.0025
539,0.64
540,0.535
541,0.0
542,0.2325
543,0.0175
544,0.0025
545,0.0
546,0.005
547,0.0175
548,0.0025
549,0.0
550,0.055
551,0.01
552,0.015
553,0.0425
554,0.09
555,0.005
556,0.0
557,0.5225
558,0.1025
559,0.0
560,0.09
561,0.005
562,0.0
563,0.005
564,0.005
565,0.0025
566,0.0025
567,0.8625
568,0.8975
569,0.6725
570,0.01
571,0.25
572,0.0575
573,0.005
574,0.0125
575,0.85
576,0.015
577,0.01
578,0.0025
579,0.86
580,0.0
581,0.1175
582,0.0275
583,0.015
584,0.005
585,0.015
586,0.0325
587,0.4725
588,0.4175
589,0.1125
590,0.0
591,0.1175
592,0.0
593,0.575
594,0.01
595,0.9475
596,0.035
597,0.04
598,0.0025
599,0.0025
600,0.0
601,0.0
602,0.0
603,0.1325
604,0.0
605,0.1375
606,0.0
607,0.0
608,0.0175
609,0.0
610,0.1325
611,0.0125
612,0.0025
613,0.0025
614,0.0025
615,0.9525
616,0.005
617,0.0
618,0.2725
619,0.005
620,0.0
621,0.395
622,0.0
623,0.1275
624,0.0
625,0.0
626,0.285
627,0.06
628,0.0
629,0.75
630,0.955
631,0.0
632,0.0225
633,0.0075
634,0.05
635,0.125
636,0.0
637,0.0
638,0.0
639,0.01
640,0.005
641,0.0275
642,0.2025
643,0.0
644,0.01
645,0.1325
646,0.0
647,0.15
648,0.6675
649,0.04
650,0.025
651,0.0525
652,0.3325
653,0.0
654,0.4575
655,0.115
656,0.3575
657,0.0
658,0.1675
659,0.005
660,0.0
661,0.035
662,0.0
663,0.1025
664,0.0025
665,0.195
666,0.105
667,0.0025
668,0.1025
669,0.305
670,0.035
671,0.035
672,0.0375
673,0.0325
674,0.4675
675,0.0475
676,0.02
677,0.035
678,0.6475
679,0.02
680,0.005
681,0.04
682,0.0
683,0.6225
684,0.0
685,0.4625
686,0.04
687,0.31
688,0.0025
689,0.825
690,0.005
691,0.995
692,0.0625
693,0.265
694,0.0025
695,0.2625
696,0.005
697,0.7825
698,0.12
699,0.0125
700,0.3725
701,0.0175
702,0.0
703,0.9275
704,0.2675
705,0.0525
706,0.01
707,0.0
708,0.0325
709,0.0475
710,0.3625
711,0.0725
712,0.075
713,0.04
714,0.0
715,0.06
716,0.655
717,0.0125
718,0.3375
719,0.0225
720,0.0
721,0.1125
722,0.0
723,0.03
724,0.03
725,0.0175
726,0.065
727,0.0
728,0.0
729,0.54
730,0.185
731,0.01
732,0.205
733,0.85
734,0.1875
735,0.0025
736,0.0125
737,0.1475
738,0.05
739,0.0
740,0.0
741,0.5375
742,0.0
743,0.0
744,0.025
745,0.0
746,0.0075
747,0.08
748,0.0
749,0.005
750,0.0
751,0.0
752,0.0
753,0.6325
754,0.9675
755,0.12
756,0.09
757,0.5875
758,0.005
759,0.6875
760,0.085
761,0.01
762,0.0925
763,0.045
764,0.0025
765,0.0075
766,0.0
767,0.0
768,0.0
769,0.3625
770,0.0
771,0.735
772,0.06
773,0.0
774,0.025
775,0.0
776,0.6925
777,0.19
778,0.6475
779,0.0
780,0.665
781,0.4175
782,0.02
783,0.0
784,0.0875
785,0.0025
786,0.035
787,0.8025
788,0.0
789,0.0875
790,0.48
791,0.245
792,0.0
793,0.045
794,0.0275
795,0.0
796,0.96
797,0.83
798,0.015
799,0.4975
800,0.5975
801,0.01
802,0.12
803,0.0175
804,0.0025
805,0.0
806,0.03
807,0.0
808,0.0075
809,0.09
810,0.355
811,0.0
812,0.035
813,0.51
814,0.0675
815,0.0025
816,0.04
817,0.0
818,0.0
819,0.0
820,0.0725
821,0.0
822,0.0875
823,0.0025
824,0.0
825,0.705
826,0.005
827,0.8725
828,0.0025
829,0.0025
830,0.0
831,0.0075
832,0.635
833,0.035
834,0.0275
835,0.095
836,0.02
837,0.0075
838,0.005
839,0.015
840,0.0025
841,0.025
842,0.46
843,0.0025
844,0.9225
845,0.0675
846,0.0025
847,0.0
848,0.3025
849,0.15
850,0.0125
851,0.05
852,0.015
853,0.0025
854,0.0
855,0.66
856,0.565
857,0.0075
858,0.0
859,0.0
860,0.0
861,0.3425
862,0.0
863,0.0
864,0.0025
865,0.6675
866,0.0975
867,0.0
868,0.1775
869,0.1
870,0.3875
871,0.7375
872,0.0275
873,0.255
874,0.365
875,0.025
876,0.0
877,0.065
878,0.0725
879,0.02
880,0.0075
881,0.0275
882,0.02
883,0.005
884,0.0
885,0.8775
886,0.0275
887,0.8025
888,0.07
889,0.005
890,0.435
891,0.0375
892,0.09
893,0.0025
894,0.135
895,0.43
896,0.045
897,0.065
898,0.0
899,0.5075
900,0.0075
901,0.9125
902,0.0
903,0.005
904,0.0275
905,0.0225
906,0.005
907,0.49
908,0.0275
909,0.4625
910,0.025
911,0.0
912,0.0
913,0.0
914,0.005
915,0.0
916,0.335
917,0.065
918,0.0175
919,0.1
920,0.0575
921,0.0
922,0.05
923,0.015
924,0.025
925,0.38
926,0.9875
927,0.1225
928,0.0
929,0.0025
930,0.0025
931,0.0
932,0.0
933,0.205
934,0.135
935,0.0
936,0.04
937,0.0
938,0.015
939,0.01
940,0.07
941,0.0025
942,0.05
943,0.36
944,0.0
945,0.035
946,0.9225
947,0.015
948,0.0225
949,0.0
950,0.4725
951,0.0225
952,0.0
953,0.02
954,0.0
955,0.0025
956,0.015
957,0.0
958,0.42
959,0.0475
960,0.0
961,0.005
962,0.0325
963,0.065
964,0.0
965,0.0
966,0.0
967,0.0125
968,0.0075
969,0.7025
970,0.0375
971,0.0975
972,0.5575
973,0.0625
974,0.13
975,0.0075
976,0.21
977,0.265
978,0.01
979,0.0
980,0.0025
981,0.0125
982,0.955
983,0.0825
984,0.0
985,0.3375
986,0.9125
987,0.02
988,0.0
989,0.0
990,0.0
991,0.6575
992,0.0
993,0.015
994,0.0075
995,0.04
996,0.0275
997,0.1375
998,0.04
999,0.3075
1000,0.0
1001,0.34
1002,0.005
1003,0.675
1004,0.0
1005,0.29
1006,0.0
1007,0.0
1008,0.0
1009,0.135
1010,0.3225
1011,0.0
1012,0.0025
1013,0.0
1014,0.0475
1015,0.0
1016,0.11
1017,0.0
1018,0.4
1019,0.0
1020,0.0
1021,0.0225
1022,0.0
1023,0.0
1024,0.0175
1025,0.0625
1026,0.0
1027,0.0
1028,0.08
1029,0.4
1030,0.055
1031,0.0875
1032,0.0
1033,0.545
1034,0.0575
1035,0.01
1036,0.0
1037,0.0
1038,0.595
1039,0.0125
1040,0.0675
1041,0.1025
1042,0.055
1043,0.025
1044,0.0025
1045,0.0225
1046,0.0025
1047,0.03
1048,0.705
1049,0.0175
1050,0.0675
1051,0.0325
1052,0.785
1053,0.0675
1054,0.0
1055,0.17
1056,0.2325
1057,0.0
1058,0.0675
1059,0.0
1060,0.015
1061,0.995
1062,0.2425
1063,0.265
1064,0.46
1065,0.005
1066,0.005
1067,0.0175
1068,0.0175
1069,0.01
1070,0.2325
1071,0.5275
1072,0.0025
1073,0.005
1074,0.045
1075,0.0
1076,0.3375
1077,0.0
1078,0.0925
1079,0.065
1080,0.0
1081,0.8675
1082,0.0375
1083,0.0525
1084,0.1475
1085,0.0
1086,0.0
1087,0.1375
1088,0.2275
1089,0.085
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.2925
1095,0.01
1096,0.0175
1097,0.255
1098,0.0175
1099,0.0225
1100,0.1625
1101,0.075
1102,0.3825
1103,0.0175
1104,0.9425
1105,0.215
1106,0.075
1107,0.01
1108,0.0125
1109,0.0
1110,0.0025
1111,0.055
1112,0.0725
1113,0.0125
1114,0.0
1115,0.2875
1116,0.035
1117,0.035
1118,0.0025
1119,0.2325
1120,0.075
1121,0.0
1122,0.0
1123,0.07
1124,0.13
1125,0.4825
1126,0.0
1127,0.0025
1128,0.3175
1129,0.1675
1130,0.185
1131,0.1075
1132,0.0
1133,0.0125
1134,0.0975
1135,0.4925
1136,0.0825
1137,0.005
1138,0.005
1139,0.0525
1140,0.0125
1141,0.0
1142,0.0
1143,0.7225
1144,0.0475
1145,0.37
1146,0.0125
1147,0.1925
1148,0.0875
1149,0.7175
1150,0.02
1151,0.015
1152,0.0125
1153,0.0
1154,0.5525
1155,0.2325
1156,0.07
1157,0.0175
1158,0.0
1159,0.005
1160,0.0025
1161,0.1075
1162,0.1225
1163,0.2175
1164,0.0
1165,0.055
1166,0.0075
1167,0.0
1168,0.295
1169,0.0
1170,0.295
1171,0.1525
1172,0.02
1173,0.01
1174,0.025
1175,0.0
1176,0.025
1177,0.0
1178,0.0
1179,0.04
1180,0.0475
1181,0.0
1182,0.005
1183,0.0
1184,0.005
1185,0.02
1186,0.0075
1187,0.08
1188,0.0025
1189,0.0
1190,0.01
1191,0.0075
1192,0.455
1193,0.0
1194,0.0
1195,0.4025
1196,0.0275
1197,0.0
1198,0.0
1199,0.425
1200,0.0025
1201,0.005
1202,0.0
1203,0.625
1204,0.055
1205,0.0
1206,0.0025
1207,0.0025
1208,0.1975
1209,0.31
1210,0.5475
1211,0.7175
1212,0.235
1213,0.015
1214,0.835
1215,0.3425
1216,0.0475
1217,0.085
1218,0.0325
1219,0.0025
1220,0.0175
1221,0.0025
1222,0.475
1223,0.0275
1224,0.0
1225,0.0
1226,0.2175
1227,0.0
1228,0.5
1229,0.395
1230,0.0
1231,0.46
1232,0.3625
1233,0.35
1234,0.0625
1235,0.0
1236,0.0275
1237,0.0
1238,0.0
1239,0.04
1240,0.0025
1241,0.1125
1242,0.0
1243,0.7775
1244,0.245
1245,0.7625
1246,0.0725
1247,0.005
1248,0.0025
1249,0.4325
1250,0.25
1251,0.0
1252,0.3325
1253,0.005
1254,0.0875
1255,0.0
1256,0.07
1257,0.01
1258,0.0175
1259,0.0
1260,0.0
1261,0.0475
1262,0.005
1263,0.085
1264,0.08
1265,0.61
1266,0.085
1267,0.0
1268,0.0175
1269,0.0
1270,0.0325
1271,0.005
1272,0.0175
1273,0.55
1274,0.02
1275,0.0025
1276,0.025
1277,0.545
1278,0.13
1279,0.63
1280,0.0025
1281,0.0675
1282,0.01
1283,0.61
1284,0.735
1285,0.4125
1286,0.0575
1287,0.08
1288,0.095
1289,0.0175
1290,0.0
1291,0.0025
1292,0.0
1293,0.0025
1294,0.04
1295,0.0025
1296,0.65
1297,0.1125
1298,0.0175
1299,0.0175
1300,0.0125
1301,0.1475
1302,0.0025
1303,0.15
1304,0.0275
1305,0.005
1306,0.4575
1307,0.625
1308,0.005
1309,0.0
1310,0.0675
1311,0.0375
1312,0.0
1313,0.5975
1314,0.0
1315,0.55
1316,0.0275
1317,0.0
1318,0.0
1319,0.01
1320,0.2475
1321,0.0
1322,0.4875
1323,0.0025
1324,0.1025
1325,0.0275
1326,0.965
1327,0.0
1328,0.02
1329,0.005
1330,0.0025
1331,0.025
1332,0.0
1333,0.0025
1334,0.0025
1335,0.75
1336,0.005
1337,0.0
1338,0.13
1339,0.0075
1340,0.0175
1341,0.2875
1342,0.0
1343,0.005
1344,0.77
1345,0.1925
1346,0.3025
1347,0.0
1348,0.2875
1349,0.0075
1350,0.6875
1351,0.0
1352,0.0
1353,0.0
1354,0.0
1355,0.0925
1356,0.02
1357,0.2725
1358,0.7025
1359,0.005
1360,0.0025
1361,0.0025
1362,0.04
1363,0.0275
1364,0.0325
1365,0.0
1366,0.0
1367,0.9175
1368,0.3725
1369,0.0
1370,0.245
1371,0.0
1372,0.0
1373,0.195
1374,0.0075
1375,0.6025
1376,0.0
1377,0.0125
1378,0.0825
1379,0.025
1380,0.09
1381,0.0025
1382,0.0
1383,0.845
1384,0.74
1385,0.4725
1386,0.1875
1387,0.005
1388,0.03
1389,0.0
1390,0.0625
1391,0.0275
1392,0.0
1393,0.0
1394,0.065
1395,0.1475
1396,0.015
1397,0.0175
1398,0.915
1399,0.215
1400,0.0
1401,0.605
1402,0.04
1403,0.0375
1404,0.005
1405,0.0025
1406,0.0075
1407,0.7825
1408,0.595
1409,0.0025
1410,0.0025
1411,0.0
1412,0.0
1413,0.0125
1414,0.185
1415,0.085
1416,0.0075
1417,0.0
1418,0.325
1419,0.035
1420,0.8125
1421,0.0
1422,0.295
1423,0.0
1424,0.015
1425,0.07
1426,0.0
1427,0.005
1428,0.0
1429,0.6475
1430,0.0125
1431,0.0
1432,0.1875
1433,0.3675
1434,0.0025
1435,0.955
1436,0.2025
1437,0.0875
1438,0.0025
1439,0.0
1440,0.425
1441,0.0125
1442,0.625
1443,0.0
1444,0.1575
1445,0.0
1446,0.035
1447,0.0075
1448,0.0225
1449,0.0
1450,0.0
1451,0.01
1452,0.155
1453,0.0
1454,0.2325
1455,0.205
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.57
1461,0.03
1462,0.0
1463,0.0375
1464,0.0
1465,0.0
1466,0.0025
1467,0.0
1468,0.22
1469,0.0
1470,0.0975
1471,0.005
1472,0.0975
1473,0.1725
1474,0.045
1475,0.6925
1476,0.0
1477,0.01
1478,0.0
1479,0.0075
1480,0.035
1481,0.545
1482,0.5275
1483,0.0
1484,0.055
1485,0.0725
1486,0.01
1487,0.0
1488,0.1
1489,0.0075
1490,0.0
1491,0.0
1492,0.0
1493,0.07
1494,0.0
1495,0.515
1496,0.065
1497,0.095
1498,0.06
1499,0.155
1500,0.4875
1501,0.96
1502,0.04
1503,0.0975
1504,0.36
1505,0.6225
1506,0.535
1507,0.0025
1508,0.0
1509,0.0475
1510,0.025
1511,0.0275
1512,0.3375
1513,0.0025
1514,0.22
1515,0.0125
1516,0.0
1517,0.025
1518,0.4175
1519,0.0075
1520,0.0
1521,0.0
1522,0.12
1523,0.6325
1524,0.05
1525,0.01
1526,0.0075
1527,0.4125
1528,0.0025
1529,0.0025
1530,0.0225
1531,0.005
1532,0.1275
1533,0.2275
1534,0.0275
1535,0.395
1536,0.0
1537,0.0425
1538,0.0025
1539,0.0025
1540,0.4925
1541,0.0175
1542,0.5075
1543,0.81
1544,0.055
1545,0.4225
1546,0.3375
1547,0.0
1548,0.005
1549,0.0075
1550,0.065
1551,0.475
1552,0.47
1553,0.0475
1554,0.0775
1555,0.435
1556,0.0225
1557,0.0275
1558,0.22
1559,0.0
1560,0.115
1561,0.0
1562,0.8275
1563,0.0175
1564,0.0025
1565,0.0
1566,0.0075
1567,0.0
1568,0.0825
1569,0.035
1570,0.01
1571,0.22
1572,0.0925
1573,0.03
1574,0.0
1575,0.13
1576,0.54
1577,0.0
1578,0.055
1579,0.93
1580,0.9625
1581,0.0375
1582,0.45
1583,0.0175
1584,0.0
1585,0.03
1586,0.0
1587,0.0125
1588,0.0
1589,0.0
1590,0.0
1591,0.01
1592,0.005
1593,0.0
1594,0.0675
1595,0.7225
1596,0.8625
1597,0.5325
1598,0.04
1599,0.4675
1600,0.3125
1601,0.08
1602,0.0425
1603,0.0125
1604,0.6625
1605,0.0
1606,0.01
1607,0.3425
1608,0.0
1609,0.1125
1610,0.3875
1611,0.0
1612,0.0125
1613,0.1075
1614,0.0375
1615,0.4725
1616,0.0025
1617,0.0
1618,0.6375
1619,0.0
1620,0.005
1621,0.0375
1622,0.9375
1623,0.0
1624,0.0
1625,0.085
1626,0.58
1627,0.475
1628,0.025
1629,0.1175
1630,0.0
1631,0.0
1632,0.19
1633,0.435
1634,0.795
1635,0.0
1636,0.0
1637,0.205
1638,0.9175
1639,0.4875
1640,0.0075
1641,0.005
1642,0.02
1643,0.0
1644,0.0425
1645,0.0675
1646,0.0375
1647,0.4475
1648,0.0
1649,0.0125
1650,0.08
1651,0.0
1652,0.01
1653,0.0025
1654,0.1875
1655,0.0
1656,0.045
1657,0.005
1658,0.335
1659,0.0
1660,0.035
1661,0.0
1662,0.015
1663,0.0025
1664,0.0
1665,0.0075
1666,0.02
1667,0.425
1668,0.475
1669,0.005
1670,0.76
1671,0.0
1672,0.0125
1673,0.0875
1674,0.3325
1675,0.0
1676,0.0725
1677,0.08
1678,0.005
1679,0.0
1680,0.0325
1681,0.02
1682,0.49
1683,0.0475
1684,0.0
1685,0.01
1686,0.0
1687,0.0
1688,0.7175
1689,0.0125
1690,0.02
1691,0.3975
1692,0.0
1693,0.035
1694,0.0
1695,0.0
1696,0.105
1697,0.1325
1698,0.02
1699,0.03
1700,0.005
1701,0.045
1702,0.52
1703,0.0
1704,0.9725
1705,0.3325
1706,0.025
1707,0.0
1708,0.0
1709,0.015
1710,0.0075
1711,0.0325
1712,0.0
1713,0.005
1714,0.1275
1715,0.16
1716,0.0425
1717,0.0775
1718,0.005
1719,0.0375
1720,0.0
1721,0.0825
1722,0.0475
1723,0.0275
1724,0.0
1725,0.535
1726,0.1725
1727,0.0
1728,0.015
1729,0.0025
1730,0.0425
1731,0.0
1732,0.0
1733,0.2125
1734,0.17
1735,0.4825
1736,0.0025
1737,0.5775
1738,0.835
1739,0.0
1740,0.0
1741,0.05
1742,0.6625
1743,0.0625
1744,0.195
1745,0.0
1746,0.0
1747,0.0025
1748,0.0025
1749,0.3875
1750,0.0875
1751,0.525
1752,0.3775
1753,0.0
1754,0.0325
1755,0.015
1756,0.0425
1757,0.0
1758,0.0325
1759,0.3725
1760,0.22
1761,0.3125
1762,0.0
1763,0.0175
1764,0.145
1765,0.0
1766,0.0225
1767,0.095
1768,0.65
1769,0.195
1770,0.335
1771,0.0175
1772,0.815
1773,0.1075
1774,0.95
1775,0.005
1776,0.0925
1777,0.0025
1778,0.0125
1779,0.015
1780,0.43
1781,0.045
1782,0.005
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.005
1789,0.0025
1790,0.005
1791,0.0
1792,0.2675
1793,0.185
1794,0.035
1795,0.0
1796,0.0125
1797,0.0125
1798,0.0
1799,0.0025
1800,0.0075
1801,0.0125
1802,0.0025
1803,0.025
1804,0.405
1805,0.7275
1806,0.02
1807,0.0
1808,0.68
1809,0.6525
1810,0.01
1811,0.215
1812,0.755
1813,0.04
1814,0.0675
1815,0.1475
1816,0.0125
1817,0.0475
1818,0.95
1819,0.0
1820,0.0075
1821,0.0075
1822,0.0
1823,0.0875
1824,0.0075
1825,0.52
1826,0.0
1827,0.0
1828,0.01
1829,0.01
1830,0.0
1831,0.15
1832,0.0025
1833,0.0
1834,0.4625
1835,0.0
1836,0.7825
1837,0.0175
1838,0.5175
1839,0.01
1840,0.03
1841,0.07
1842,0.0
1843,0.02
1844,0.525
1845,0.0175
1846,0.8525
1847,0.53
1848,0.005
1849,0.4675
1850,0.0
1851,0.2375
1852,0.22
1853,0.0
1854,0.0
1855,0.005
1856,0.4175
1857,0.0
1858,0.3475
1859,0.0125
1860,0.0
1861,0.0025
1862,0.15
1863,0.005
1864,0.0
1865,0.015
1866,0.0075
1867,0.0175
1868,0.0475
1869,0.195
1870,0.01
1871,0.1225
1872,0.0
1873,0.0075
1874,0.015
1875,0.29
1876,0.005
1877,0.43
1878,0.215
1879,0.0
1880,0.085
1881,0.055
1882,0.005
1883,0.2125
1884,0.015
1885,0.185
1886,0.0025
1887,0.0
1888,0.005
1889,0.005
1890,0.9425
1891,0.01
1892,0.425
1893,0.02
1894,0.08
1895,0.0125
1896,0.0925
1897,0.0175
1898,0.0
1899,0.0
1900,0.1
1901,0.0025
1902,0.01
1903,0.005
1904,0.0
1905,0.0425
1906,0.3175
1907,0.0
1908,0.03
1909,0.16
1910,0.03
1911,0.045
1912,0.34
1913,0.5325
1914,0.015
1915,0.51
1916,0.0125
1917,0.08
1918,0.025
1919,0.0
1920,0.03
1921,0.065
1922,0.255
1923,0.0
1924,0.0
1925,0.0
1926,0.11
1927,0.4025
1928,0.74
1929,0.0125
1930,0.0225
1931,0.9725
1932,0.005
1933,0.4375
1934,0.0
1935,0.0
1936,0.65
1937,0.005
1938,0.055
1939,0.045
1940,0.97
1941,0.5175
1942,0.015
1943,0.755
1944,0.0
1945,0.0
1946,0.0025
1947,0.355
1948,0.015
1949,0.0025
1950,0.06
1951,0.0575
1952,0.0
1953,0.2775
1954,0.6625
1955,0.0625
1956,0.0075
1957,0.355
1958,0.0
1959,0.025
1960,0.1675
1961,0.0
1962,0.0
1963,0.2575
1964,0.0
1965,0.575
1966,0.18
1967,0.99
1968,0.0075
1969,0.0
1970,0.01
1971,0.055
1972,0.0025
1973,0.0
1974,0.0
1975,0.0
1976,0.09
1977,0.02
1978,0.32
1979,0.035
1980,0.37
1981,0.0325
1982,0.0
1983,0.0
1984,0.0175
1985,0.055
1986,0.0
1987,0.055
1988,0.0
1989,0.6725
1990,0.0375
1991,0.0025
1992,0.045
1993,0.0
1994,0.0025
1995,0.0025
1996,0.0
1997,0.0025
1998,0.0125
1999,0.0075
2000,0.0175
2001,0.0
2002,0.11
2003,0.0275
2004,0.0
2005,0.52
2006,0.0675
2007,0.0125
2008,0.3125
2009,0.48
2010,0.01
2011,0.0075
2012,0.08
2013,0.0225
2014,0.0
2015,0.7525
2016,0.0
2017,0.09
2018,0.56
2019,0.0025
2020,0.3425
2021,0.005
2022,0.0
2023,0.345
